route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
"381_658","2","","中央病院前発  上和田方面行き(【大　月】大月中央病院・上和田線（大月駅・猿橋駅経由）)","",3,"",,
"381_659","2","","上和田発  中央病院前方面行き(【大　月】大月中央病院・上和田線（大月駅・猿橋駅経由）)","",3,"",,
"621_1316","2","","中央病院前発  猿橋方面行き(【大　月】大月中央病院前・猿橋線（大月駅・猿橋駅経由）)","",3,"",,
"619_1312","2","","中央病院前発  山谷方面行き(【大　月】大月中央病院前・山谷線（大月駅・猿橋駅経由）)","",3,"",,
"622_1326","2","","小菅の湯発  中央病院前方面行き(【大　月】大月中央病院前・小菅の湯線（大月駅・猿橋駅・竹の向経由）)","",3,"",,
"622_1325","2","","中央病院前発  小菅の湯方面行き(【大　月】大月中央病院前・小菅の湯線（大月駅・猿橋駅・竹の向経由）)","",3,"",,
"424_723","2","","中央病院前発  浅川方面行き(【大　月】大月中央病院前・浅川線（大月駅・猿橋駅・奈良子経由）)","",3,"",,
"424_724","2","","浅川発  中央病院前方面行き(【大　月】大月中央病院前・浅川線（大月駅・猿橋駅・奈良子経由）)","",3,"",,
"507_1331","2","","中央病院前発  竹の向方面行き(【大　月】大月中央病院前・竹の向線（大月駅・猿橋駅経由）)","",3,"",,
"467_906","2","","中央病院前発  朝日小沢上方面行き(【大　月】大月中央病院前・朝日小沢上（大月駅・猿橋駅経由）)","",3,"",,
"467_907","2","","朝日小沢上発  中央病院前方面行き(【大　月】大月中央病院前・朝日小沢上（大月駅・猿橋駅経由）)","",3,"",,
"476_919","2","","中央病院前発  藤崎方面行き(【大　月】大月中央病院前・藤崎線（大月駅・四季の丘経由）)","",3,"",,
"476_920","2","","藤崎発  中央病院前方面行き(【大　月】大月中央病院前・藤崎線（大月駅・四季の丘経由）)","",3,"",,
"516_972","2","","中央病院前発  日影方面行き(【大　月】大月中央病院前・日影線（大月駅経由）)","",3,"",,
"516_973","2","","日影発  中央病院前方面行き(【大　月】大月中央病院前・日影線（大月駅経由）)","",3,"",,
"388_668","2","","中央病院前発  堀江製作所前方面行き(【大　月】大月中央病院前・堀江製作所線（大月駅・猿橋駅経由）)","",3,"",,
"388_669","2","","堀江製作所前発  中央病院前方面行き(【大　月】大月中央病院前・堀江製作所線（大月駅・猿橋駅経由）)","",3,"",,
"519_1323","2","","大月東中学校前発  田無瀬方面行き(【大　月】大月東中学校前・田無瀬循環線（畑倉経由）)","",3,"",,
"519_1324","2","","田無瀬発  大月東中学校前方面行き(【大　月】大月東中学校前・田無瀬循環線（畑倉経由）)","",3,"",,
"515_970","2","","日影発  大月東中学校前方面行き(【大　月】大月東中学校前・日影線（大月駅経由）)","",3,"",,
"515_971","2","","大月東中学校前発  日影方面行き(【大　月】大月東中学校前・日影線（大月駅経由）)","",3,"",,
"512_966","2","","竹の向発  猿橋駅方面行き(【大　月】竹の向・猿橋駅)","",3,"",,
"469_910","2","","朝日小沢上発  猿橋駅方面行き(【大　月】朝日小沢上・猿橋駅)","",3,"",,
"518_975","2","","田無瀬発  大月駅方面行き(【大　月】田無瀬・大月駅線)","",3,"",,
"411_708","2","","都留市駅発  大月駅方面行き(【大　月】都留市駅・大月駅（県立リニア見学センター経由）)","",3,"",,
"411_709","2","","大月駅発  都留市駅方面行き(【大　月】都留市駅・大月駅（県立リニア見学センター経由）)","",3,"",,
"478_922","2","","藤崎発  猿橋駅方面行き(【大　月】藤崎・猿橋駅線（四季の丘経由）)","",3,"",,
"508_962","2","","奈良子発  営業所前方面行き(【大　月】奈良子・営業所前線（百蔵山登山口経由）)","",3,"",,
"386_665","2","","百蔵山登山口発  猿橋駅方面行き(【大　月】百蔵山登山口・猿橋駅線)","",3,"",,
"410_707","2","","月夜野発  健康科学大学前方面行き(【都　留】月夜野・健康科学大学前線（道志小学校前・都留市駅・都留市立病院前経由）)","",3,"",,
"402_692","2","","月夜野発  長又方面行き(【都　留】月夜野・長又（道志の湯・道志中学校前・医科歯科診療所経由）)","",3,"",,
"409_706","2","","月夜野発  長又方面行き(【都　留】月夜野・長又（道志の湯・道志中学校前経由）)","",3,"",,
"401_690","2","","月夜野発  長又方面行き(【都　留】月夜野・長又線（道志中学校・医科歯科診療所経由）)","",3,"",,
"401_691","2","","長又発  月夜野方面行き(【都　留】月夜野・長又線（道志中学校・医科歯科診療所経由）)","",3,"",,
"406_700","2","","健康科学大学前発  月夜野方面行き(【都　留】健康科学大学前・月夜野線（都留市駅・道志小学校前経由）)","",3,"",,
"616_1306","2","","県立リニア見学センター発  谷村町方面行き(【都　留】谷村町駅・県立リニア見学センター線（都留市駅・道の駅つる経由）)","",3,"",,
"616_1305","2","","谷村町発  県立リニア見学センター方面行き(【都　留】谷村町駅・県立リニア見学センター線（都留市駅・道の駅つる経由）)","",3,"",,
"403_694","2","","長又発  月夜野方面行き(【都　留】長又・月夜野線（道志中学校経由）)","",3,"",,
"390_673","2","","つるぎ発  都留市駅方面行き(【都　留】都留市駅・つるぎ線)","",3,"",,
"391_674","2","","都留市駅発  つるぎ方面行き(【都　留】都留市駅・つるぎ線（大野経由）)","",3,"",,
"405_698","2","","都留市駅発  菅野上方面行き(【都　留】都留市駅・菅野上線)","",3,"",,
"405_699","2","","菅野上発  都留市駅方面行き(【都　留】都留市駅・菅野上線)","",3,"",,
"408_704","2","","都留市駅発  道坂隧道方面行き(【都　留】都留市駅・道坂隧道線（菅野上経由）)","",3,"",,
"408_705","2","","道坂隧道発  都留市駅方面行き(【都　留】都留市駅・道坂隧道線（菅野上経由）)","",3,"",,
"389_670","2","","都留市駅発  宝鉱山方面行き(【都　留】都留市駅・宝鉱山線（つるぎ経由）)","",3,"",,
"389_671","2","","宝鉱山発  都留市駅方面行き(【都　留】都留市駅・宝鉱山線（つるぎ経由）)","",3,"",,
"617_1307","2","","都留市立病院前発  都留市駅方面行き(【都　留】都留市内循環)","",3,"",,
"617_1308","2","","都留市駅発  都留市立病院前方面行き(【都　留】都留市内循環)","",3,"",,
"404_695","2","","都留市立病院前発  月夜野方面行き(【都　留】都留市立病院前・月夜野線（都留市駅・道志小学校経由）)","",3,"",,
"615_1304","2","","道志小学校前発  都留市立病院前方面行き(【都　留】道志小学校前・都留市立病院前（都留市駅経由）)","",3,"",,
"433_746","2","","富士山駅発  新富士駅方面行き(【富士　五湖】（一部快速）富士山駅・新富士駅線（精進湖・本栖湖・富士宮駅経由）)","",3,"",,
"433_747","2","","新富士駅発  富士山駅方面行き(【富士　五湖】（一部快速）富士山駅・新富士駅線（精進湖・本栖湖・富士宮駅経由）)","",3,"",,
"99_159","2","","富士山駅発  甲府駅バスターミナル方面行き(【富士　五湖】富士山駅・甲府駅【南口】線（富士急ハイランド・河口湖駅・十郎橋・石和温泉駅入口・山梨学院大学前・甲府市役所）)","",3,"",,
"99_160","2","","甲府駅バスターミナル発  富士山駅方面行き(【富士　五湖】富士山駅・甲府駅【南口】線（富士急ハイランド・河口湖駅・十郎橋・石和温泉駅入口・山梨学院大学前・甲府市役所）)","",3,"",,
"201_311","2","","富士山駅発  甲府駅北口方面行き(【富士　五湖】富士山駅・甲府駅【北口】線（富士急ハイランド・河口湖駅・河口湖大橋・御坂バイパス・石和温泉駅入口・甲府北バイパス）)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"201_312","2","","甲府駅北口発  富士山駅方面行き(【富士　五湖】富士山駅・甲府駅【北口】線（富士急ハイランド・河口湖駅・河口湖大橋・御坂バイパス・石和温泉駅入口・甲府北バイパス）)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"206_319","2","","富士山駅発  富士山五合目方面行き(【富士　五湖】富士山駅・富士山五合目線)","",3,"",,
"206_320","2","","富士山五合目発  富士山駅方面行き(【富士　五湖】富士山駅・富士山五合目線)","",3,"",,
"295_471","2","","山中湖平野発  月江寺駅前方面行き(【富士　五湖】平野・月江寺駅前線（忍野八海経由【市内高校休校日は、富士山駅止まり8：12着】）)","",3,"",,
"270_425","2","","芦川農産物直売所発  月江寺駅前方面行き(【富士五湖】芦川農産物直売所・中央通り線（吉田高等学校経由）)","",3,"",,
"282_447","2","","河口湖駅発  御殿場プレミアムアウトレット方面行き(【富士五湖】河口湖駅・御殿場プレミアムアウトレット線（内野・御殿場駅経由）)","",3,"",,
"282_448","2","","御殿場プレミアムアウトレット発  河口湖駅方面行き(【富士五湖】河口湖駅・御殿場プレミアムアウトレット線（内野・御殿場駅経由）)","",3,"",,
"280_443","2","","河口湖駅発  御殿場駅２番のりば方面行き(【富士五湖】河口湖駅・御殿場駅線（国道経由）)","",3,"",,
"280_444","2","","御殿場駅２番のりば発  河口湖駅方面行き(【富士五湖】河口湖駅・御殿場駅線（国道経由）)","",3,"",,
"281_445","2","","河口湖駅発  御殿場駅２番のりば方面行き(【富士五湖】河口湖駅・御殿場駅線（忍野八海経由）)","",3,"",,
"281_446","2","","御殿場駅２番のりば発  河口湖駅方面行き(【富士五湖】河口湖駅・御殿場駅線（忍野八海経由）)","",3,"",,
"258_403","2","","河口湖駅発  山梨赤十字病院方面行き(【富士五湖】河口湖駅・山梨赤十字病院線)","",3,"",,
"258_404","2","","山梨赤十字病院発  河口湖駅方面行き(【富士五湖】河口湖駅・山梨赤十字病院線)","",3,"",,
"253_393","2","","河口湖駅発  天下茶屋方面行き(【富士五湖】河口湖駅・天下茶屋線)","",3,"",,
"253_394","2","","天下茶屋発  河口湖駅方面行き(【富士五湖】河口湖駅・天下茶屋線)","",3,"",,
"271_427","2","","河口湖駅発  ハイランドバスターミナル方面行き(【富士五湖】河口湖周遊バス（富士急ハイランド・日赤病院）)","",3,"",,
"271_866","2","","ハイランドバスターミナル発  河口湖駅方面行き(【富士五湖】河口湖周遊バス（富士急ハイランド・日赤病院）)","",3,"",,
"268_421","2","","ハイランドバスターミナル発  河口湖駅方面行き(【富士五湖】河口湖周遊バス（富士急ハイランド・日赤病院）)","",3,"",,
"553_1038","2","","山中湖旭日丘発  道志小学校前方面行き(【富士五湖】森の駅旭日丘・道志小学校線（平野・山伏峠）)","",3,"",,
"553_1039","2","","道志小学校前発  山中湖旭日丘方面行き(【富士五湖】森の駅旭日丘・道志小学校線（平野・山伏峠）)","",3,"",,
"459_871","2","","河口湖駅発  風穴方面行き(【富士五湖】西湖周遊レトロバス（ハーブ館・八木崎公園・西湖いやしの里根場・富岳風穴）)","",3,"",,
"459_872","2","","風穴発  河口湖駅方面行き(【富士五湖】西湖周遊レトロバス（ハーブ館・八木崎公園・西湖いやしの里根場・富岳風穴）)","",3,"",,
"275_435","2","","内野発  山梨赤十字病院方面行き(内野・山梨赤十字病院線（富士吉田駅・河口湖高校経由）)","",3,"",,
"264_413","2","","富士山駅発  下部温泉郷方面行き(富士山駅・下部温泉郷線)","",3,"",,
"264_414","2","","下部温泉郷発  富士山駅方面行き(富士山駅・下部温泉郷線)","",3,"",,
"205_317","2","","富士山駅発  西湖民宿方面行き(富士山駅・西湖民宿線)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"205_318","2","","西湖民宿発  富士山駅方面行き(富士山駅・西湖民宿線)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"203_313","2","","富士山駅発  芦川農産物直売所方面行き(富士山駅・大石プチペンション・芦川農産物直売所線)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"203_314","2","","芦川農産物直売所発  富士山駅方面行き(富士山駅・大石プチペンション・芦川農産物直売所線)","",3,"http://www.yamanashibus.com/noriai_ippan.htm",,
"283_449","2","","富士山駅発  道志小学校前方面行き(富士山駅・道志小学校線（山中湖・平野・山伏峠経由）)","",3,"",,
"283_450","2","","道志小学校前発  富士山駅方面行き(富士山駅・道志小学校線（山中湖・平野・山伏峠経由）)","",3,"",,
"260_405","2","","富士山駅発 内野方面行き(富士山駅・内野循環線)","",3,"",,
"260_406","2","","内野発  富士山駅方面行き(富士山駅・内野循環線)","",3,"",,
"261_407","2","","富士山駅発  内野方面行き(富士山駅・内野循環線（市役所経由）)","",3,"",,
"524_990","2","","富士山駅発  馬返方面行き(富士山駅・馬返線)","",3,"",,
"524_991","2","","馬返発  富士山駅方面行き(富士山駅・馬返線)","",3,"",,
"257_401","2","","富士山駅発  富士緑の休暇村方面行き(富士山駅・富士緑の休暇村線)","",3,"",,
"257_402","2","","富士緑の休暇村発  富士山駅方面行き(富士山駅・富士緑の休暇村線)","",3,"",,
"276_437","2","","富士山駅発  山中湖平野方面行き(富士山駅・平野線（大橋「忍野八海」・ホテルマウント富士・旭日丘経由）)","",3,"",,
"276_438","2","","山中湖平野発  富士山駅方面行き(富士山駅・平野線（大橋「忍野八海」・ホテルマウント富士・旭日丘経由）)","",3,"",,
"262_409","2","","富士山駅発  山中湖平野方面行き(富士山駅・平野線（内野・花の都公園・旭日丘経由）)","",3,"",,
"262_410","2","","山中湖平野発  富士山駅方面行き(富士山駅・平野線（内野・花の都公園・旭日丘経由）)","",3,"",,
"256_399","2","","富士山駅発  本栖湖レストハウス方面行き(富士山駅・本栖湖線)","",3,"",,
"256_400","2","","本栖湖レストハウス発  富士山駅方面行き(富士山駅・本栖湖線)","",3,"",,
"589_1187","2","","河口湖駅発  河口湖駅方面行き(富士山世界遺産ループバス)","",3,"",,
"277_439","2","","山中湖平野発  富士山駅方面行き(平野・富士山駅線（長池・大橋「忍野八海」経由）)","",3,"",,
"91_145","5","","敷島営業所（甲斐市）発  山梨大学医学部附属病院（甲斐市）方面行き(甲斐市民バス：敷島〜竜王駅〜山梨大学医学部附属病院)","年末年始を除く月曜〜金曜のみ運行 ",3,"",,
"91_809","5","","山梨大学医学部附属病院（甲斐市）発  敷島営業所（甲斐市）方面行き(甲斐市民バス：敷島〜竜王駅〜山梨大学医学部附属病院)","年末年始を除く月曜〜金曜のみ運行 ",3,"",,
"432_1285","9","中央市コミュ二ティ","豊富⇒田富(中央市コミュ二ティ:中央市コミュニティバス)","土日祝祭日、１２月２９日〜１月３日運休 ",3,"",,
"432_1284","9","中央市コミュ二ティ","田富⇒豊富(中央市コミュ二ティ:中央市コミュニティバス)","土日祝祭日、１２月２９日〜１月３日運休 ",3,"",,
"631_1349","11","1号車","芦安（南アルプス市）発  市立美術館（南アルプス市）方面行き(1号車:南ぷすバス：1号車芦安線)","12/29〜1/3運休 ",3,"",,
"631_1348","11","1号車","市立美術館（南アルプス市）発  芦安（南アルプス市）方面行き(1号車:南ぷすバス：1号車芦安線)","12/29〜1/3運休 ",3,"",,
"632_1351","11","2号車","樹園（南アルプス市）発  市立美術館（南アルプス市）方面行き(2号車:南ぷすバス：2号車八田・白根線)","12/29〜1/3運休 ",3,"",,
"632_1350","11","2号車","市立美術館（南アルプス市）発  樹園（南アルプス市）方面行き(2号車:南ぷすバス：2号車八田・白根線)","12/29〜1/3運休 ",3,"",,
"633_1352","11","3号車","市立美術館（南アルプス市）発  市立美術館（南アルプス市）方面行き(3号車:南ぷすバス：3号車若草・甲西線)","12/29〜1/3運休 ",3,"",,
"633_1353","11","3号車","市立美術館（南アルプス市）発  市立美術館（南アルプス市）方面行き(3号車:南ぷすバス：3号車若草・甲西線)","12/29〜1/3運休 ",3,"",,
"634_1354","11","4号車","市立美術館（南アルプス市）発  市立美術館（南アルプス市）方面行き(4号車:南ぷすバス：4号車櫛形線)","12/29〜1/3運休 ",3,"",,
"634_1355","11","4号車","市立美術館（南アルプス市）発  市立美術館（南アルプス市）方面行き(4号車:南ぷすバス：4号車櫛形線)","12/29〜1/3運休 ",3,"",,
"635_1356","11","5号車","竜王駅（南アルプス市）発  東花輪駅（南アルプス市）方面行き(5号車:南ぷすバス：5号車八田・若草線)","12/29〜1/3運休 ",3,"",,
"635_1357","11","5号車","東花輪駅（南アルプス市）発  竜王駅（南アルプス市）方面行き(5号車:南ぷすバス：5号車八田・若草線)","12/29〜1/3運休 ",3,"",,
"294_989","21","大北線","蒲原中学校  発 大北 行き(大北線:大北〜中野台〜蒲原病院〜蒲原中学校)","",3,"",,
"294_988","21","大北線","大北  発 蒲原中学校 行き(大北線:大北〜中野台〜蒲原病院〜蒲原中学校)","",3,"",,
"293_467","21","富士宮駅線","゛富士宮駅゛ 発 イオン経由 蒲原病院 行き(富士宮駅線:富士宮駅〜星山台〜蒲原病院)","",3,"",,
"293_468","21","富士宮駅線","゛蒲原病院゛ 発 イオン経由 富士宮駅 行き(富士宮駅線:富士宮駅〜星山台〜蒲原病院)","",3,"",,
"293_547","21","富士宮駅線","゛富士宮駅゛ 発 蒲原病院 行き(富士宮駅線:富士宮駅〜星山台〜蒲原病院)","",3,"",,
"293_553","21","富士宮駅線","゛蒲原病院゛ 発 富士宮駅 行き(富士宮駅線:富士宮駅〜星山台〜蒲原病院)","",3,"",,
"599_1228","22","ホリデーバス","十谷入口（富士川町）発  鰍沢口駅（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【十谷線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"599_1227","22","ホリデーバス","鰍沢口駅（富士川町）発  十谷入口（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【十谷線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"597_1223","22","ホリデーバス","鰍沢口駅（富士川町）発  小室（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【小室線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"597_1224","22","ホリデーバス","小室（富士川町）発  鰍沢口駅（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【小室線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"598_1226","22","ホリデーバス","平林（富士川町）発  鰍沢口駅（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【平林線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"598_1225","22","ホリデーバス","鰍沢口駅（富士川町）発  平林（富士川町）方面行き(ホリデーバス:富士川町ホリデーバス【平林線】)","12/29〜1/3を除く土日祝祭日のみ運行 当線は、平成27年10月3日より運行開始予定です。 ",3,"",,
"585_1077","22","富士川コミュ二ティ","富士川町コミュ二ティバス「市川大門駅 行」(富士川コミュ二ティ:富士川町コミュ二ティバス)","",3,"",,
"585_1074","22","富士川コミュ二ティ","富士川町コミュ二ティバス「市川大門駅 行」(富士川コミュ二ティ:富士川町コミュ二ティバス)","",3,"",,
"585_1075","22","富士川コミュ二ティ","富士川町コミュ二ティバス「鰍沢口駅 行」(富士川コミュ二ティ:富士川町コミュ二ティバス)","",3,"",,
