route_id,service_id,trip_id,trip_headsign,"trip_short_name",direction_id,block_id,shape_id
"16_11","everyday","4208",,,,,"16_11"
"16_11","233","4736",,,,,"16_11"
"16_11","233","4737",,,,,"16_11"
"16_11","233","4738",,,,,"16_11"
"16_11","everyday","4739",,,,,"16_11"
"16_11","everyday","4740",,,,,"16_11"
"16_11","everyday","4741",,,,,"16_11"
"16_11","everyday","4742",,,,,"16_11"
"16_11","everyday","4743",,,,,"16_11"
"16_11","everyday","4744",,,,,"16_11"
"16_11","everyday","4745",,,,,"16_11"
"16_11","everyday","4747",,,,,"16_11"
"16_11","233","4748",,,,,"16_11"
"16_11","everyday","4750",,,,,"16_11"
"16_11","233","4751",,,,,"16_11"
"16_11","233","5534",,,,,"16_11"
"16_12","everyday","4022",,,,,"16_12"
"16_12","everyday","4035",,,,,"16_12"
"16_12","everyday","4215",,,,,"16_12"
"16_12","233","4755",,,,,"16_12"
"16_12","233","4756",,,,,"16_12"
"16_12","233","4757",,,,,"16_12"
"16_12","everyday","4758",,,,,"16_12"
"16_12","everyday","4759",,,,,"16_12"
"16_12","everyday","4760",,,,,"16_12"
"16_12","everyday","4761",,,,,"16_12"
"16_12","everyday","4762",,,,,"16_12"
"16_12","everyday","4763",,,,,"16_12"
"16_12","everyday","4764",,,,,"16_12"
"16_12","everyday","4765",,,,,"16_12"
"16_12","233","4766",,,,,"16_12"
"16_12","everyday","4767",,,,,"16_12"
"16_12","233","4770",,,,,"16_12"
"16_12","233","6447",,,,,"16_12"
"12_3","everyday","4084",,,,,"12_3"
"12_3","233","4777",,,,,"12_3"
"12_3","233","4778",,,,,"12_3"
"12_3","233","4779",,,,,"12_3"
"12_3","everyday","4780",,,,,"12_3"
"12_3","everyday","4781",,,,,"12_3"
"12_3","everyday","4782",,,,,"12_3"
"12_3","everyday","4783",,,,,"12_3"
"12_3","everyday","4784",,,,,"12_3"
"12_3","everyday","4785",,,,,"12_3"
"12_3","everyday","4786",,,,,"12_3"
"12_3","everyday","4787",,,,,"12_3"
"12_3","everyday","4788",,,,,"12_3"
"12_3","everyday","4789",,,,,"12_3"
"12_4","everyday","4108",,,,,"12_4"
"12_4","233","4790",,,,,"12_4"
"12_4","233","4791",,,,,"12_4"
"12_4","233","4792",,,,,"12_4"
"12_4","everyday","4793",,,,,"12_4"
"12_4","everyday","4794",,,,,"12_4"
"12_4","everyday","4795",,,,,"12_4"
"12_4","everyday","4797",,,,,"12_4"
"12_4","everyday","4798",,,,,"12_4"
"12_4","everyday","4799",,,,,"12_4"
"12_4","everyday","4800",,,,,"12_4"
"12_4","everyday","4801",,,,,"12_4"
"12_4","everyday","4802",,,,,"12_4"
"13_5","everyday","4127",,,,,"13_5"
"13_5","everyday","4803",,,,,"13_5"
"13_5","everyday","5533",,,,,"13_5"
"13_6","everyday","4137",,,,,"13_6"
"13_6","everyday","4804",,,,,"13_6"
"601_1234","everyday","5535",,,,,"601_1234"
"18_15","everyday","3134",,,,,"18_15"
"18_15","everyday","4272",,,,,"18_15"
"18_15","233","4805",,,,,"18_15"
"18_15","everyday","4806",,,,,"18_15"
"18_15","233","4807",,,,,"18_15"
"18_15","everyday","4808",,,,,"18_15"
