stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,zone_id,location_type,parent_station,stop_timezone
"P678",,"浅原","",35.594262,138.504263,,http://yamanashikotsu.co.jp/jikoku/29.htm,0,,"Asia/Tokyo"
"P677",,"若草団地","",35.591566,138.501377,,http://yamanashikotsu.co.jp/jikoku/6011.htm,0,,"Asia/Tokyo"
"P676",,"一軒茶屋","",35.588103,138.497898,,http://yamanashikotsu.co.jp/jikoku/6010.htm,0,,"Asia/Tokyo"
"P675",,"やまなみの湯","",35.585692,138.496428,,http://yamanashikotsu.co.jp/jikoku/6009.htm,0,,"Asia/Tokyo"
"P674",,"南湖小学校","",35.583380,138.494403,,http://yamanashikotsu.co.jp/jikoku/6008.htm,0,,"Asia/Tokyo"
"P673",,"南湖北","",35.581805,138.493454,,http://yamanashikotsu.co.jp/jikoku/6007.htm,0,,"Asia/Tokyo"
"P672",,"南湖南","",35.579222,138.491448,,http://yamanashikotsu.co.jp/jikoku/6006.htm,0,,"Asia/Tokyo"
"P671",,"南湖下宿","",35.577495,138.489677,,http://yamanashikotsu.co.jp/jikoku/6005.htm,0,,"Asia/Tokyo"
"P669",,"三郡橋","",35.573282,138.484082,,http://yamanashikotsu.co.jp/jikoku/6004.htm,0,,"Asia/Tokyo"
"P668",,"横川","",35.569436,138.478511,,http://yamanashikotsu.co.jp/jikoku/6003.htm,0,,"Asia/Tokyo"
"P667",,"増穂橋","",35.565729,138.474292,,http://yamanashikotsu.co.jp/jikoku/6002.htm,0,,"Asia/Tokyo"
"P666",,"大椚","",35.564926,138.469765,,http://yamanashikotsu.co.jp/jikoku/134.htm,0,,"Asia/Tokyo"
"P670",,"三郡橋","",35.573620,138.484565,,http://yamanashikotsu.co.jp/jikoku/6004.htm,0,,"Asia/Tokyo"
"P703",,"花輪","",35.593817,138.521751,,http://yamanashikotsu.co.jp/jikoku/734.htm,0,,"Asia/Tokyo"
"P702",,"田富学校","",35.596683,138.522722,,http://yamanashikotsu.co.jp/jikoku/545.htm,0,,"Asia/Tokyo"
"P707",,"中央市田富庁舎入口","",35.599950,138.522722,,http://yamanashikotsu.co.jp/jikoku/546.htm,0,,"Asia/Tokyo"
"P712",,"河西入口","",35.614328,138.526660,,http://yamanashikotsu.co.jp/jikoku/178.htm,0,,"Asia/Tokyo"
"P715",,"上河東四ツ角","",35.619393,138.532625,,http://yamanashikotsu.co.jp/jikoku/212.htm,0,,"Asia/Tokyo"
"P717",,"中島","",35.620980,138.534535,,http://yamanashikotsu.co.jp/jikoku/645.htm,0,,"Asia/Tokyo"
"P721",,"国母駅入口","",35.631486,138.546135,,http://yamanashikotsu.co.jp/jikoku/329.htm,0,,"Asia/Tokyo"
"P725",,"上条","",35.636524,138.551060,,http://yamanashikotsu.co.jp/jikoku/217.htm,0,,"Asia/Tokyo"
"P727",,"甲府市地方卸売市場入口","",35.639687,138.554576,,http://yamanashikotsu.co.jp/jikoku/324.htm,0,,"Asia/Tokyo"
"P728",,"国母小学校","",35.640926,138.556145,,http://yamanashikotsu.co.jp/jikoku/332.htm,0,,"Asia/Tokyo"
"P792",,"国母・下石田四ツ角","",35.644583,138.560724,,http://yamanashikotsu.co.jp/jikoku/331.htm,0,,"Asia/Tokyo"
"P795",,"国母一丁目","",35.645337,138.561670,,http://yamanashikotsu.co.jp/jikoku/328.htm,0,,"Asia/Tokyo"
"P793",,"千秋橋","",35.647417,138.564251,,http://yamanashikotsu.co.jp/jikoku/516.htm,0,,"Asia/Tokyo"
"P239",,"伊勢一丁目","",35.650514,138.568140,,http://yamanashikotsu.co.jp/jikoku/76.htm,0,,"Asia/Tokyo"
"P236",,"相生三丁目","",35.653144,138.567252,,http://yamanashikotsu.co.jp/jikoku/1.htm,0,,"Asia/Tokyo"
"P235",,"甲府市自治研修センター南","",35.655633,138.566338,,http://yamanashikotsu.co.jp/jikoku/987.htm,0,,"Asia/Tokyo"
"P764",,"常永駅","",35.617522,138.533824,,http://yamanashikotsu.co.jp/jikoku/458.htm,0,,"Asia/Tokyo"
"P765",,"井之口西","",35.614642,138.535479,,http://yamanashikotsu.co.jp/jikoku/94.htm,0,,"Asia/Tokyo"
"P766",,"山梨大学医学部附属病院","",35.610372,138.539043,,http://yamanashikotsu.co.jp/jikoku/946.htm,0,,"Asia/Tokyo"
"P763",,"常永駅","",35.617553,138.533649,,http://yamanashikotsu.co.jp/jikoku/458.htm,0,,"Asia/Tokyo"
"P240",,"伊勢小学校正門","",35.645518,138.566941,,http://yamanashikotsu.co.jp/jikoku/79.htm,0,,"Asia/Tokyo"
"P243",,"伊勢三丁目","",35.641124,138.565825,,http://yamanashikotsu.co.jp/jikoku/77.htm,0,,"Asia/Tokyo"
"P790",,"甲府市地方卸売市場東口","",35.635088,138.563079,,http://yamanashikotsu.co.jp/jikoku/325.htm,0,,"Asia/Tokyo"
"P788",,"古上条町","",35.632978,138.562263,,http://yamanashikotsu.co.jp/jikoku/903.htm,0,,"Asia/Tokyo"
"P786",,"後屋町","",35.630272,138.561225,,http://yamanashikotsu.co.jp/jikoku/105.htm,0,,"Asia/Tokyo"
"P784",,"後屋団地","",35.627926,138.559133,,http://yamanashikotsu.co.jp/jikoku/104.htm,0,,"Asia/Tokyo"
"P782",,"大里北団地","",35.625543,138.557569,,http://yamanashikotsu.co.jp/jikoku/135.htm,0,,"Asia/Tokyo"
"P780",,"国母工業団地入口","",35.622064,138.557309,,http://yamanashikotsu.co.jp/jikoku/330.htm,0,,"Asia/Tokyo"
"P778",,"大里南団地","",35.619463,138.559584,,http://yamanashikotsu.co.jp/jikoku/139.htm,0,,"Asia/Tokyo"
"P774",,"古市場(大里)","",35.618826,138.560713,,http://yamanashikotsu.co.jp/jikoku/802.htm,0,,"Asia/Tokyo"
"P772",,"宮原","",35.614620,138.559216,,http://yamanashikotsu.co.jp/jikoku/903.htm,0,,"Asia/Tokyo"
"P770",,"高室入口","",35.611345,138.558087,,http://yamanashikotsu.co.jp/jikoku/531.htm,0,,"Asia/Tokyo"
"P769",,"中楯","",35.610202,138.548801,,http://yamanashikotsu.co.jp/jikoku/655.htm,0,,"Asia/Tokyo"
"P768",,"上成島","",35.608135,138.545320,,http://yamanashikotsu.co.jp/jikoku/222.htm,0,,"Asia/Tokyo"
"P767",,"医大宿舎入口","",35.606214,138.543992,,http://yamanashikotsu.co.jp/jikoku/82.htm,0,,"Asia/Tokyo"
"P771",,"高室入口","",35.611408,138.558017,,http://yamanashikotsu.co.jp/jikoku/531.htm,0,,"Asia/Tokyo"
"P773",,"古市場(大里)","",35.617939,138.560345,,http://yamanashikotsu.co.jp/jikoku/802.htm,0,,"Asia/Tokyo"
"P777",,"大里南団地","",35.619323,138.559881,,http://yamanashikotsu.co.jp/jikoku/139.htm,0,,"Asia/Tokyo"
"P779",,"国母工業団地入口","",35.621682,138.557293,,http://yamanashikotsu.co.jp/jikoku/330.htm,0,,"Asia/Tokyo"
"P781",,"大里北団地","",35.625613,138.557494,,http://yamanashikotsu.co.jp/jikoku/135.htm,0,,"Asia/Tokyo"
"P783",,"後屋団地","",35.627386,138.558334,,http://yamanashikotsu.co.jp/jikoku/104.htm,0,,"Asia/Tokyo"
"P785",,"後屋町","",35.630052,138.561121,,http://yamanashikotsu.co.jp/jikoku/105.htm,0,,"Asia/Tokyo"
"P787",,"古上条町","",35.632744,138.562118,,http://yamanashikotsu.co.jp/jikoku/903.htm,0,,"Asia/Tokyo"
"P789",,"甲府市地方卸売市場東口","",35.634652,138.562813,,http://yamanashikotsu.co.jp/jikoku/325.htm,0,,"Asia/Tokyo"
"P242",,"伊勢三丁目","",35.641965,138.565637,,http://yamanashikotsu.co.jp/jikoku/77.htm,0,,"Asia/Tokyo"
"P241",,"伊勢小学校正門","",35.645185,138.566651,,http://yamanashikotsu.co.jp/jikoku/79.htm,0,,"Asia/Tokyo"
"P762",,"上河東四ツ角","",35.619266,138.531785,,http://yamanashikotsu.co.jp/jikoku/212.htm,0,,"Asia/Tokyo"
"P4239",,"イオンモール甲府昭和","",35.622066,138.526670,,　,0,,"Asia/Tokyo"
"P758",,"曲淵","",35.627885,138.531807,,http://yamanashikotsu.co.jp/jikoku/833.htm,0,,"Asia/Tokyo"
"P756",,"昭和町役場入口","",35.629947,138.532778,,http://yamanashikotsu.co.jp/jikoku/475.htm,0,,"Asia/Tokyo"
"P754",,"五本杉","",35.632507,138.538901,,http://yamanashikotsu.co.jp/jikoku/349.htm,0,,"Asia/Tokyo"
"P752",,"西条","",35.634674,138.542254,,http://yamanashikotsu.co.jp/jikoku/368.htm,0,,"Asia/Tokyo"
"P751",,"ＮＴＴ新甲府ビル","",35.638294,138.546779,,http://yamanashikotsu.co.jp/jikoku/118.htm,0,,"Asia/Tokyo"
"P749",,"清水新居","",35.642432,138.551044,,http://yamanashikotsu.co.jp/jikoku/418.htm,0,,"Asia/Tokyo"
"P747",,"甲府市上下水道局","",35.644016,138.553106,,http://yamanashikotsu.co.jp/jikoku/314.htm,0,,"Asia/Tokyo"
"P745",,"南西中学校","",35.647757,138.556539,,http://yamanashikotsu.co.jp/jikoku/685.htm,0,,"Asia/Tokyo"
"P743",,"沼川橋","",35.650257,138.558208,,http://yamanashikotsu.co.jp/jikoku/715.htm,0,,"Asia/Tokyo"
"P741",,"石田小学校","",35.652107,138.559769,,http://yamanashikotsu.co.jp/jikoku/74.htm,0,,"Asia/Tokyo"
"P739",,"飯豊橋南","",35.654380,138.561984,,http://yamanashikotsu.co.jp/jikoku/66.htm,0,,"Asia/Tokyo"
"P737",,"飯豊橋北","",35.657462,138.564135,,http://yamanashikotsu.co.jp/jikoku/65.htm,0,,"Asia/Tokyo"
"P183",,"上町北","",35.689842,138.524026,,http://yamanashikotsu.co.jp/jikoku/1007.htm,0,,"Asia/Tokyo"
"P184",,"志麻の里","",35.691065,138.519246,,http://yamanashikotsu.co.jp/jikoku/415.htm,0,,"Asia/Tokyo"
"P185",,"敷島団地","",35.692620,138.517816,,http://yamanashikotsu.co.jp/jikoku/403.htm,0,,"Asia/Tokyo"
"P738",,"飯豊橋北","",35.657290,138.564098,,http://yamanashikotsu.co.jp/jikoku/65.htm,0,,"Asia/Tokyo"
"P740",,"飯豊橋南","",35.654156,138.561939,,http://yamanashikotsu.co.jp/jikoku/66.htm,0,,"Asia/Tokyo"
"P742",,"石田小学校","",35.651972,138.559678,,http://yamanashikotsu.co.jp/jikoku/74.htm,0,,"Asia/Tokyo"
"P744",,"沼川橋","",35.649897,138.558084,,http://yamanashikotsu.co.jp/jikoku/715.htm,0,,"Asia/Tokyo"
"P746",,"南西中学校","",35.647720,138.556601,,http://yamanashikotsu.co.jp/jikoku/685.htm,0,,"Asia/Tokyo"
"P748",,"甲府市上下水道局","",35.643936,138.553090,,http://yamanashikotsu.co.jp/jikoku/314.htm,0,,"Asia/Tokyo"
"P750",,"清水新居","",35.642366,138.551052,,http://yamanashikotsu.co.jp/jikoku/418.htm,0,,"Asia/Tokyo"
"P753",,"西条","",35.634562,138.542259,,http://yamanashikotsu.co.jp/jikoku/368.htm,0,,"Asia/Tokyo"
"P755",,"五本杉","",35.632446,138.538995,,http://yamanashikotsu.co.jp/jikoku/349.htm,0,,"Asia/Tokyo"
"P757",,"昭和町役場入口","",35.629899,138.532874,,http://yamanashikotsu.co.jp/jikoku/475.htm,0,,"Asia/Tokyo"
"P759",,"曲淵","",35.627711,138.531890,,http://yamanashikotsu.co.jp/jikoku/833.htm,0,,"Asia/Tokyo"
"P244",,"住吉二丁目","",35.637791,138.566839,,http://yamanashikotsu.co.jp/jikoku/105.htm,0,,"Asia/Tokyo"
"P247",,"彩火橋北","",35.634168,138.568119,,http://yamanashikotsu.co.jp/jikoku/365.htm,0,,"Asia/Tokyo"
"P249",,"彩火橋南","",35.630878,138.569972,,http://yamanashikotsu.co.jp/jikoku/366.htm,0,,"Asia/Tokyo"
"P250",,"南甲府警察署","",35.629047,138.571533,,http://yamanashikotsu.co.jp/jikoku/881.htm,0,,"Asia/Tokyo"
"P323",,"甲府商業高校入口","",35.625502,138.571914,,http://yamanashikotsu.co.jp/jikoku/318.htm,0,,"Asia/Tokyo"
"P800",,"上今井町西","",35.622110,138.572292,,http://yamanashikotsu.co.jp/jikoku/205.htm,0,,"Asia/Tokyo"
"P801",,"駿台今井キャンパス","",35.622240,138.574628,,http://yamanashikotsu.co.jp/jikoku/508.htm,0,,"Asia/Tokyo"
"P799",,"上今井町西","",35.622264,138.572128,,http://yamanashikotsu.co.jp/jikoku/205.htm,0,,"Asia/Tokyo"
"P322",,"甲府商業高校入口","",35.626769,138.571584,,http://yamanashikotsu.co.jp/jikoku/318.htm,0,,"Asia/Tokyo"
"P351",,"南甲府警察署","",35.628517,138.571420,,http://yamanashikotsu.co.jp/jikoku/881.htm,0,,"Asia/Tokyo"
"P248",,"彩火橋南","",35.631079,138.569401,,http://yamanashikotsu.co.jp/jikoku/366.htm,0,,"Asia/Tokyo"
"P246",,"彩火橋北","",35.634334,138.567874,,http://yamanashikotsu.co.jp/jikoku/365.htm,0,,"Asia/Tokyo"
"P245",,"住吉二丁目","",35.637338,138.566807,,http://yamanashikotsu.co.jp/jikoku/105.htm,0,,"Asia/Tokyo"
"P293",,"若松町南","",35.653583,138.571841,,http://yamanashikotsu.co.jp/jikoku/999.htm,0,,"Asia/Tokyo"
"P4215",,"甲斐清和高校","",35.651470,138.573470,,,0,,"Asia/Tokyo"
"P257",,"伊勢町営業所","",35.640306,138.570168,,http://yamanashikotsu.co.jp/jikoku/80.htm,0,,"Asia/Tokyo"
"P256",,"甲府職業安定所","",35.638070,138.570433,,http://yamanashikotsu.co.jp/jikoku/320.htm,0,,"Asia/Tokyo"
"P255",,"甲斐住吉駅","",35.636633,138.570618,,http://yamanashikotsu.co.jp/jikoku/175.htm,0,,"Asia/Tokyo"
"P252",,"中小河原","",35.631746,138.571179,,http://yamanashikotsu.co.jp/jikoku/639.htm,0,,"Asia/Tokyo"
"P251",,"甲府南高校","",35.630348,138.571259,,http://yamanashikotsu.co.jp/jikoku/327.htm,0,,"Asia/Tokyo"
"P913",,"甲府商業高校","",35.628035,138.573132,,http://yamanashikotsu.co.jp/jikoku/317.htm,0,,"Asia/Tokyo"
"P911",,"山城小学校","",35.626721,138.578901,,http://yamanashikotsu.co.jp/jikoku/942.htm,0,,"Asia/Tokyo"
"P915",,"小瀬スポーツ公園正門","",35.625628,138.587814,,http://yamanashikotsu.co.jp/jikoku/339.htm,0,,"Asia/Tokyo"
"P916",,"陸上競技場入口","",35.622219,138.591194,,http://yamanashikotsu.co.jp/jikoku/986.htm,0,,"Asia/Tokyo"
"P917",,"小瀬スポーツ公園","",35.620156,138.585749,,http://yamanashikotsu.co.jp/jikoku/339.htm,0,,"Asia/Tokyo"
"P910",,"山城小学校","",35.626721,138.578611,,http://yamanashikotsu.co.jp/jikoku/942.htm,0,,"Asia/Tokyo"
"P914",,"甲府商業高校","",35.627935,138.573250,,http://yamanashikotsu.co.jp/jikoku/317.htm,0,,"Asia/Tokyo"
"P253",,"中小河原","",35.631920,138.571088,,http://yamanashikotsu.co.jp/jikoku/639.htm,0,,"Asia/Tokyo"
"P254",,"甲斐住吉駅","",35.636535,138.570583,,http://yamanashikotsu.co.jp/jikoku/175.htm,0,,"Asia/Tokyo"
"P141",,"商工会議所","",35.657963,138.568896,,http://yamanashikotsu.co.jp/jikoku/461.htm,0,,"Asia/Tokyo"
"P269",,"住吉五丁目","",35.637566,138.575301,,http://yamanashikotsu.co.jp/jikoku/504.htm,0,,"Asia/Tokyo"
"P920",,"日吉神社","",35.634604,138.577056,,http://yamanashikotsu.co.jp/jikoku/773.htm,0,,"Asia/Tokyo"
"P918",,"山城郵便局","",35.629217,138.578678,,http://yamanashikotsu.co.jp/jikoku/943.htm,0,,"Asia/Tokyo"
"P912",,"山城小学校","",35.626660,138.579504,,http://yamanashikotsu.co.jp/jikoku/942.htm,0,,"Asia/Tokyo"
"P909",,"下鍛冶屋","",35.621591,138.582152,,http://yamanashikotsu.co.jp/jikoku/430.htm,0,,"Asia/Tokyo"
"P907",,"落合","",35.615880,138.584670,,http://yamanashikotsu.co.jp/jikoku/166.htm,0,,"Asia/Tokyo"
"P908",,"落合下","",35.611778,138.587290,,http://yamanashikotsu.co.jp/jikoku/167.htm,0,,"Asia/Tokyo"
"P4905",,"中道橋","",35.605589,138.591287,,http://yamanashikotsu.co.jp/jikoku/663.htm,0,,"Asia/Tokyo"
"P889",,"中村入口","",35.603614,138.590738,,http://yamanashikotsu.co.jp/jikoku/665.htm,0,,"Asia/Tokyo"
"P888",,"宮下","",35.599824,138.590882,,http://yamanashikotsu.co.jp/jikoku/901.htm,0,,"Asia/Tokyo"
"P890",,"間門","",35.595082,138.586296,,http://yamanashikotsu.co.jp/jikoku/832.htm,0,,"Asia/Tokyo"
"P892",,"県立考古博物館","",35.594683,138.582305,,http://yamanashikotsu.co.jp/jikoku/284.htm,0,,"Asia/Tokyo"
"P895",,"銚子塚古墳入口","",35.595148,138.577522,,http://yamanashikotsu.co.jp/jikoku/577.htm,0,,"Asia/Tokyo"
"P896",,"下曽根","",35.593794,138.574125,,http://yamanashikotsu.co.jp/jikoku/439.htm,0,,"Asia/Tokyo"
"P897",,"高部入口","",35.588846,138.561164,,http://yamanashikotsu.co.jp/jikoku/530.htm,0,,"Asia/Tokyo"
"P898",,"浅利橋","",35.587112,138.551529,,http://yamanashikotsu.co.jp/jikoku/40.htm,0,,"Asia/Tokyo"
"P899",,"豊積橋","",35.585982,138.547431,,http://yamanashikotsu.co.jp/jikoku/629.htm,0,,"Asia/Tokyo"
"P900",,"浅利下","",35.583581,138.547927,,http://yamanashikotsu.co.jp/jikoku/39.htm,0,,"Asia/Tokyo"
"P901",,"浅利上","",35.580132,138.548246,,http://yamanashikotsu.co.jp/jikoku/38.htm,0,,"Asia/Tokyo"
"P902",,"作興橋","",35.576194,138.550617,,http://yamanashikotsu.co.jp/jikoku/379.htm,0,,"Asia/Tokyo"
"P903",,"豊富診療所","",35.573182,138.554142,,http://yamanashikotsu.co.jp/jikoku/631.htm,0,,"Asia/Tokyo"
"P904",,"中央市豊富庁舎入口","",35.571183,138.556126,,http://yamanashikotsu.co.jp/jikoku/632.htm,0,,"Asia/Tokyo"
"P905",,"木原","",35.568949,138.558382,,http://yamanashikotsu.co.jp/jikoku/248.htm,0,,"Asia/Tokyo"
"P906",,"豊富","",35.567007,138.562708,,http://yamanashikotsu.co.jp/jikoku/630.htm,0,,"Asia/Tokyo"
"P894",,"銚子塚古墳入口","",35.594879,138.579821,,http://yamanashikotsu.co.jp/jikoku/577.htm,0,,"Asia/Tokyo"
"P893",,"県立考古博物館","",35.594794,138.582299,,http://yamanashikotsu.co.jp/jikoku/284.htm,0,,"Asia/Tokyo"
"P919",,"山城郵便局","",35.629282,138.578611,,http://yamanashikotsu.co.jp/jikoku/943.htm,0,,"Asia/Tokyo"
"P921",,"日吉神社","",35.633405,138.577276,,http://yamanashikotsu.co.jp/jikoku/773.htm,0,,"Asia/Tokyo"
"P268",,"住吉五丁目","",35.637813,138.575060,,http://yamanashikotsu.co.jp/jikoku/504.htm,0,,"Asia/Tokyo"
"P140",,"商工会議所","",35.657865,138.569468,,http://yamanashikotsu.co.jp/jikoku/461.htm,0,,"Asia/Tokyo"
"P886",,"中道橋","",35.608800,138.592642,,http://yamanashikotsu.co.jp/jikoku/663.htm,0,,"Asia/Tokyo"
"P885",,"坂下","",35.610357,138.600388,,http://yamanashikotsu.co.jp/jikoku/376.htm,0,,"Asia/Tokyo"
"P884",,"白井","",35.608420,138.604154,,http://yamanashikotsu.co.jp/jikoku/477.htm,0,,"Asia/Tokyo"
"P1178",,"境川橋","",35.605380,138.609014,,http://yamanashikotsu.co.jp/jikoku/373.htm,0,,"Asia/Tokyo"
"P883",,"三椚","",35.604270,138.613290,,http://yamanashikotsu.co.jp/jikoku/872.htm,0,,"Asia/Tokyo"
"P874",,"境川スポーツ広場","",35.603950,138.615749,,http://yamanashikotsu.co.jp/jikoku/372.htm,0,,"Asia/Tokyo"
"P876",,"石橋","",35.603690,138.618823,,http://yamanashikotsu.co.jp/jikoku/75.htm,0,,"Asia/Tokyo"
"P877",,"下小山","",35.604024,138.622425,,http://yamanashikotsu.co.jp/jikoku/437.htm,0,,"Asia/Tokyo"
"P878",,"小山","",35.606314,138.625759,,http://yamanashikotsu.co.jp/jikoku/359.htm,0,,"Asia/Tokyo"
"P880",,"御所","",35.608994,138.631378,,http://yamanashikotsu.co.jp/jikoku/337.htm,0,,"Asia/Tokyo"
"P882",,"御所農協","",35.611114,138.633631,,http://yamanashikotsu.co.jp/jikoku/338.htm,0,,"Asia/Tokyo"
"P873",,"永井","",35.612758,138.636507,,http://yamanashikotsu.co.jp/jikoku/636.htm,0,,"Asia/Tokyo"
"P872",,"八代局入口","",35.614988,138.637920,,http://yamanashikotsu.co.jp/jikoku/928.htm,0,,"Asia/Tokyo"
"P832",,"八代四ツ角","",35.616944,138.638881,,http://yamanashikotsu.co.jp/jikoku/931.htm,0,,"Asia/Tokyo"
"P871",,"北八代","",35.621412,138.640672,,http://yamanashikotsu.co.jp/jikoku/247.htm,0,,"Asia/Tokyo"
"P870",,"大庭","",35.625077,138.641686,,http://yamanashikotsu.co.jp/jikoku/978.htm,0,,"Asia/Tokyo"
"P869",,"下田","",35.631351,138.637580,,http://yamanashikotsu.co.jp/jikoku/440.htm,0,,"Asia/Tokyo"
"P868",,"日の出町","",35.636625,138.637464,,http://yamanashikotsu.co.jp/jikoku/769.htm,0,,"Asia/Tokyo"
"P867",,"笛吹高校","",35.646455,138.643116,,http://yamanashikotsu.co.jp/jikoku/73.htm,0,,"Asia/Tokyo"
"P111",,"鵜飼山","",35.650076,138.639884,,http://yamanashikotsu.co.jp/jikoku/102.htm,0,,"Asia/Tokyo"
"P4394",,"石和八幡宮","",35.650150,138.636864,,http://yamanashikotsu.co.jp/jikoku/72.htm,0,,"Asia/Tokyo"
"P314",,"甲運橋","",35.650815,138.633621,,http://yamanashikotsu.co.jp/jikoku/294.htm,0,,"Asia/Tokyo"
"P316",,"平等橋","",35.651636,138.629158,,http://yamanashikotsu.co.jp/jikoku/772.htm,0,,"Asia/Tokyo"
"P317",,"山梨県青少年センター","",35.652318,138.625614,,http://yamanashikotsu.co.jp/jikoku/256.htm,0,,"Asia/Tokyo"
"P319",,"甲運小学校入口","",35.652709,138.622634,,http://yamanashikotsu.co.jp/jikoku/293.htm,0,,"Asia/Tokyo"
"P1170",,"和戸","",35.653160,138.619571,,http://yamanashikotsu.co.jp/jikoku/1008.htm,0,,"Asia/Tokyo"
"P1168",,"山梨英和大学入口","",35.653587,138.616594,,http://yamanashikotsu.co.jp/jikoku/116.htm,0,,"Asia/Tokyo"
"P866",,"中央自動車教習所","",35.654457,138.610881,,http://yamanashikotsu.co.jp/jikoku/569.htm,0,,"Asia/Tokyo"
"P864",,"甲運松原","",35.654729,138.609374,,http://yamanashikotsu.co.jp/jikoku/296.htm,0,,"Asia/Tokyo"
"P861",,"山崎","",35.656573,138.605154,,http://yamanashikotsu.co.jp/jikoku/941.htm,0,,"Asia/Tokyo"
"P859",,"山梨学院大学","",35.657885,138.600943,,http://yamanashikotsu.co.jp/jikoku/947.htm,0,,"Asia/Tokyo"
"P858",,"酒折駅入口","",35.658146,138.599189,,http://yamanashikotsu.co.jp/jikoku/374.htm,0,,"Asia/Tokyo"
"P856",,"酒折宮前","",35.658715,138.594785,,http://yamanashikotsu.co.jp/jikoku/375.htm,0,,"Asia/Tokyo"
"P849",,"善光寺入口","",35.659175,138.590418,,http://yamanashikotsu.co.jp/jikoku/515.htm,0,,"Asia/Tokyo"
"P850",,"甲府市障害者センター入口","",35.659491,138.586588,,http://yamanashikotsu.co.jp/jikoku/313.htm,0,,"Asia/Tokyo"
"P853",,"城東三丁目","",35.660230,138.583075,,http://yamanashikotsu.co.jp/jikoku/467.htm,0,,"Asia/Tokyo"
"P1160",,"甲府市立図書館入口","",35.660779,138.580427,,http://yamanashikotsu.co.jp/jikoku/321.htm,0,,"Asia/Tokyo"
"P1158",,"城東一丁目","",35.660373,138.578941,,http://yamanashikotsu.co.jp/jikoku/466.htm,0,,"Asia/Tokyo"
"P1156",,"中央三丁目","",35.660138,138.576238,,http://yamanashikotsu.co.jp/jikoku/568.htm,0,,"Asia/Tokyo"
"P313",,"NTT甲府ビル","",35.660657,138.573201,,http://yamanashikotsu.co.jp/jikoku/117.htm,0,,"Asia/Tokyo"
"P131",,"甲府警察署","",35.661544,138.568014,,http://yamanashikotsu.co.jp/jikoku/312.htm,0,,"Asia/Tokyo"
"P409",,"荒川団地","",35.677004,138.534811,,http://yamanashikotsu.co.jp/jikoku/1034.htm,0,,"Asia/Tokyo"
"P408",,"荒川一丁目","",35.673877,138.541471,,http://yamanashikotsu.co.jp/jikoku/1035.htm,0,,"Asia/Tokyo"
"P406",,"県立大学看護学部","",35.670500,138.544743,,http://yamanashikotsu.co.jp/jikoku/1036.htm,0,,"Asia/Tokyo"
"P407",,"県立大学看護学部","",35.670406,138.544156,,http://yamanashikotsu.co.jp/jikoku/1036.htm,0,,"Asia/Tokyo"
"P290",,"甲府市総合市民会館","",35.653086,138.575191,,http://yamanashikotsu.co.jp/jikoku/312.htm,0,,"Asia/Tokyo"
"P280",,"湯田二丁目","",35.647353,138.579424,,http://yamanashikotsu.co.jp/jikoku/971.htm,0,,"Asia/Tokyo"
"P814",,"青葉町","",35.646837,138.582326,,http://yamanashikotsu.co.jp/jikoku/15.htm,0,,"Asia/Tokyo"
"P815",,"青葉町東","",35.645285,138.584984,,http://yamanashikotsu.co.jp/jikoku/15.htm,0,,"Asia/Tokyo"
"P816",,"山梨自治会館前","",35.643936,138.587683,,http://yamanashikotsu.co.jp/jikoku/956.htm,0,,"Asia/Tokyo"
"P817",,"蓬沢一丁目","",35.642218,138.592165,,http://yamanashikotsu.co.jp/jikoku/985.htm,0,,"Asia/Tokyo"
"P818",,"西高橋","",35.639456,138.599144,,http://yamanashikotsu.co.jp/jikoku/691.htm,0,,"Asia/Tokyo"
"P819",,"大黒橋","",35.636357,138.601509,,http://yamanashikotsu.co.jp/jikoku/525.htm,0,,"Asia/Tokyo"
"P820",,"東高橋","",35.633431,138.608993,,http://yamanashikotsu.co.jp/jikoku/757.htm,0,,"Asia/Tokyo"
"P821",,"富士見農協","",35.630399,138.612150,,http://yamanashikotsu.co.jp/jikoku/1017.htm,0,,"Asia/Tokyo"
"P822",,"河内","",35.629003,138.613858,,http://yamanashikotsu.co.jp/jikoku/303.htm,0,,"Asia/Tokyo"
"P823",,"小石和","",35.628070,138.618498,,http://yamanashikotsu.co.jp/jikoku/291.htm,0,,"Asia/Tokyo"
"P824",,"小石和集荷場前","",35.627477,138.621098,,http://yamanashikotsu.co.jp/jikoku/292.htm,0,,"Asia/Tokyo"
"P825",,"大間田","",35.624486,138.626027,,http://yamanashikotsu.co.jp/jikoku/156.htm,0,,"Asia/Tokyo"
"P826",,"八代南中央","",35.621990,138.630869,,http://yamanashikotsu.co.jp/jikoku/930.htm,0,,"Asia/Tokyo"
"P827",,"中央道八代停留所","",35.620553,138.633725,,http://yamanashikotsu.co.jp/jikoku/571.htm,0,,"Asia/Tokyo"
"P829",,"県営八代団地","",35.619687,138.635421,,http://yamanashikotsu.co.jp/jikoku/276.htm,0,,"Asia/Tokyo"
"P830",,"八代四ツ角","",35.617877,138.638878,,http://yamanashikotsu.co.jp/jikoku/931.htm,0,,"Asia/Tokyo"
"P834",,"笛吹市役所八代支所","",35.616578,138.641919,,http://yamanashikotsu.co.jp/jikoku/929.htm,0,,"Asia/Tokyo"
